x,y,cluster
0.437,0.055,1
0.104,0.807,0
0.405,0.698,3
0.291,0.942,0
0.016,0.794,0
0.268,0.908,0
0.093,0.763,0
0.362,0.825,0
0.32,0.489,0
0.702,0.862,3
0.056,0.791,0
1.015,0.547,2
0.28,0.91,0
1.049,0.577,2
0.983,0.537,2
0.992,0.553,2
0.694,0.841,3
0.994,0.522,2
0.358,0.051,1
0.227,0.449,0
1.064,0.554,2
0.727,0.745,3
0.097,0.843,0
0.247,0.544,0
0.112,0.784,0
0.906,0.569,2
0.993,0.564,2
0.537,0.011,4
0.047,0.843,0
0.133,0.756,0
0.466,0.769,3
0.37,0.059,1
0.432,0.75,3
0.328,0.924,0
0.221,0.553,0
0.725,0.849,3
0.484,0.036,4
0.317,0.946,0
0.242,0.441,0
0.045,0.808,0
0.61,0.775,3
0.284,0.124,1
0.674,0.716,3
0.334,0.122,1
0.383,0.055,1
0.96,0.52,2
0.028,0.746,0
0.179,0.595,0
0.514,0.088,4
0.083,0.795,0
0.301,0.886,0
0.403,0.118,1
0.727,0.757,3
0.355,0.077,1
0.354,0.038,1
0.544,0.1,4
0.516,0.049,4
0.448,0.021,4
0.227,0.494,0
0.089,0.866,0
0.397,0.057,1
0.971,0.508,2
0.974,0.523,2
0.679,0.84,3
0.971,0.475,2
0.968,0.543,2
0.412,0.758,3
0.615,0.824,3
0.29,0.91,0
0.254,0.471,0
0.263,0.927,0
0.408,0.102,1
0.116,0.835,0
0.281,0.47,0
0.484,0.035,4
0.639,0.803,3
0.479,0.002,4
0.063,0.769,0
0.492,0.104,4
1.046,0.548,2
0.452,0.035,4
0.929,0.613,2
0.563,0.101,4
0.979,0.491,2
0.737,0.781,3
0.078,0.738,0
0.656,0.827,3
0.216,0.527,0
0.432,0.702,3
0.106,0.845,0
0.249,0.446,0
0.403,0.747,3
0.261,0.464,0
0.058,0.785,0
0.656,0.819,3
0.022,0.737,0
0.208,0.941,0
0.274,0.421,0
0.448,0.75,3
0.276,0.518,0
0.472,0.8,3
0.284,0.887,0
0.443,0.706,3
0.422,0.808,3
0.475,0.071,4
0.17,0.786,0
0.377,0.104,1
0.958,0.533,2
0.277,0.852,0
0.507,0.073,4
0.273,0.523,0
0.37,0.683,0
0.467,0.714,3
0.37,0.054,1
0.323,0.895,0
0.52,0.061,4
0.341,0.052,1
0.47,0.704,3
0.406,0.735,3
0.513,0.019,4
0.503,0.699,3
0.978,0.495,2
0.392,0.067,1
0.309,0.54,0
0.112,0.78,0
0.97,0.605,2
0.964,0.578,2
0.215,0.473,0
0.453,0.736,3
0.119,0.837,0
0.95,0.558,2
0.045,0.703,0
0.583,0.796,3
0.064,0.825,0
0.467,0.72,3
0.983,0.507,2
0.963,0.572,2
0.479,0.736,3
0.031,0.753,0
0.658,0.799,3
0.272,0.953,0
0.252,0.494,0
0.365,0.08,1
0.452,0.691,3
0.454,0.642,3
0.439,0.668,3
1.057,0.523,2
0.275,0.876,0
1.006,0.58,2
0.404,0.688,3
0.735,0.783,3
0.049,0.771,0
0.313,0.918,0
0.482,0.74,3
0.401,0.099,1
0.644,0.813,3
0.693,0.758,3
0.263,0.512,0
0.364,0.118,1
0.49,0.089,4
0.687,0.783,3
0.764,0.748,3
0.692,0.793,3
0.022,0.707,0
0.273,0.549,0
0.643,0.752,3
0.445,0.052,4
0.41,0.744,3
0.275,0.929,0
1.074,0.527,2
0.108,0.763,0
0.15,0.776,0
0.644,0.813,3
0.373,0.694,0
0.237,0.496,0
0.356,0.086,1
0.212,0.511,0
0.404,0.102,1
0.263,0.949,0
0.373,0.072,1
0.559,0.171,4
0.492,0.757,3
0.684,0.791,3
0.298,0.923,0
0.093,0.788,0
0.37,0.017,1
0.467,0.835,3
0.384,0.028,1
0.023,0.846,0
0.039,0.831,0
0.567,0.086,4
0.491,0.729,3
1.009,0.551,2
0.433,0.711,3
0.706,0.767,3
0.35,0.544,0
0.261,0.948,0
0.939,0.537,2
0.434,0.738,3
1.072,0.532,2
0.434,0.71,3
0.3,0.567,0
0.441,0.647,3
0.292,0.916,0
0.225,0.579,0
0.293,0.854,0
0.236,0.472,0
0.516,0.676,3
0.245,0.585,0
0.447,0.119,4
1.017,0.523,2
0.591,0.75,3
0.604,0.776,3
0.088,0.839,0
0.224,0.947,0
0.678,0.804,3
0.277,0.406,0
0.469,0.71,3
0.192,0.742,0
0.251,0.526,0
0.256,0.443,0
0.075,0.734,0
1.002,0.501,2
0.515,0.059,4
0.957,0.582,2
0.51,0.767,3
0.7,0.725,3
0.281,0.979,0
0.525,0.057,4
0.08,0.819,0
1.048,0.572,2
0.492,0.07,4
0.078,0.769,0
0.258,0.498,0
0.481,0.062,4
0.296,0.502,0
0.348,0.459,0
0.081,0.781,0
0.398,0.757,3
0.214,0.494,0
0.545,0.072,4
0.156,0.811,0
0.199,0.865,0
0.712,0.84,3
0.291,0.587,0
0.381,0.058,1
0.304,0.817,0
0.527,0.078,4
0.411,0.652,3
0.231,0.937,0
0.238,0.428,0
0.315,0.863,0
0.427,0.696,3
0.163,0.537,0
0.709,0.79,3
0.976,0.562,2
0.041,0.757,0
0.3,0.943,0
0.205,0.507,0
0.719,0.794,3
0.383,0.686,0
0.279,0.478,0
0.108,0.805,0
0.385,0.079,1
0.447,0.039,4
0.431,0.773,3
1.017,0.554,2
0.295,0.916,0
0.475,0.134,4
0.632,0.818,3
0.136,0.769,0
0.653,0.815,3
0.508,0.063,4
0.121,0.712,0
0.498,0.068,4
0.092,0.783,0
0.384,0.074,1
0.935,0.56,2
0.548,0.036,4
0.372,0.048,1
0.683,0.846,3
0.508,0.17,4
0.997,0.601,2
0.929,0.498,2
0.453,0.752,3
0.086,0.827,0
0.346,0.939,0
0.628,0.782,3
0.429,0.704,3
1.015,0.531,2
0.23,0.51,0
0.464,0.068,4
0.446,0.063,4
0.496,0.133,4
0.105,0.756,0
0.378,0.031,1
0.523,0.044,4
0.111,0.763,0
0.591,0.801,3
0.706,0.749,3
0.638,0.738,3
0.287,0.884,0
0.725,0.789,3
0.17,0.551,0
0.306,0.485,0
0.512,0.073,4
0.067,0.766,0
0.393,0.017,1
1.014,0.53,2
0.945,0.523,2
0.411,0.041,1
0.332,0.109,1
0.391,0.13,1
0.33,0.107,1
0.483,0.046,4
0.972,0.537,2
0.981,0.529,2
0.291,0.504,0
0.301,0.485,0
0.054,0.768,0
0.89,0.515,2
0.29,0.922,0
0.716,0.728,3
0.304,0.033,1
0.541,0.117,4
0.227,0.449,0
0.967,0.603,2
0.441,0.771,3
0.343,0.028,1
0.049,0.835,0
0.697,0.87,3
0.442,0.077,4
1.055,0.539,2
0.272,0.864,0
0.095,0.789,0
0.243,1.04,0
0.523,0.12,4
0.238,0.89,0
0.275,0.531,0
0.4,0.037,1
0.313,0.575,0
0.465,0.1,4
0.278,0.857,0
0.083,0.792,0
0.05,0.802,0
0.942,0.528,2
0.25,0.442,0
1.019,0.541,2
0.399,0.088,1
0.135,0.774,0
0.01,0.798,0
0.523,0.153,4
0.098,0.835,0
0.292,0.973,0
0.469,0.087,4
0.284,0.456,0
0.331,0.512,0
0.961,0.517,2
0.334,1.001,0
0.722,0.842,3
0.534,0.065,4
1.003,0.514,2
0.425,0.032,1
0.441,0.779,3
0.307,0.468,0
0.295,0.495,0
0.457,0.049,4
1.036,0.548,2
0.088,0.848,0
0.957,0.524,2
0.376,0.137,1
0.534,0.053,4
0.032,0.734,0
0.35,0.04,1
0.477,0.031,4
0.227,0.874,0
0.086,0.763,0
0.22,0.539,0
0.399,0.058,1
0.388,0.055,1
0.278,0.95,0
0.072,0.829,0
0.599,0.804,3
0.359,0.104,1
0.68,0.758,3
1.052,0.536,2
0.411,0.802,3
0.273,0.896,0
0.419,0.016,1
0.29,0.847,0
0.445,0.669,3
0.449,0.09,4
0.949,0.595,2
0.645,0.851,3
0.256,0.9,0
0.705,0.835,3
0.111,0.749,0
0.27,0.503,0
0.426,0.698,3
0.988,0.533,2
0.685,0.829,3
0.34,0.118,1
1.032,0.58,2
0.064,0.854,0
0.999,0.541,2
0.978,0.478,2
0.106,0.769,0
0.638,0.886,3
0.392,0.119,1
0.054,0.824,0
0.508,0.106,4
0.387,0.699,0
1.007,0.602,2
0.969,0.489,2
0.704,0.83,3
0.481,0.773,3
0.334,0.034,1
0.059,0.8,0
0.235,0.497,0
0.27,0.901,0
0.444,0.725,3
0.252,0.542,0
0.691,0.837,3
0.316,0.952,0
0.968,0.528,2
0.637,0.773,3
0.437,0.025,1
0.46,0.754,3
0.28,0.896,0
0.355,0.065,1
0.208,0.506,0
0.118,0.83,0
0.373,0.049,1
0.316,0.436,0
0.97,0.566,2
0.313,1.002,0
0.985,0.59,2
0.333,0.488,0
0.95,0.619,2
0.352,0.637,0
0.632,0.872,3
0.507,0.044,4
0.483,0.157,4
0.961,0.479,2
0.061,0.682,0
0.364,0.096,1
1.013,0.45,2
0.459,0.747,3
1.017,0.57,2
0.108,0.843,0
0.508,0.074,4
0.451,0.734,3
0.121,0.7,0
0.028,0.75,0
0.761,0.763,3
0.667,0.83,3
0.104,0.769,0
0.656,0.789,3
0.337,0.092,1
0.551,0.064,4
0.966,0.525,2
0.242,0.431,0
0.491,0.739,3
0.045,0.777,0
0.344,0.134,1
0.52,0.744,3
0.303,0.933,0
1.022,0.588,2
0.371,0.059,1
0.906,0.64,2
0.455,0.766,3
0.491,0.058,4
0.207,0.948,0
0.462,0.064,4
0.263,0.566,0
0.269,0.061,1
0.394,0.123,1
0.403,0.093,1
0.48,0.065,4
1.018,0.532,2
0.952,0.631,2
0.632,0.776,3
0.332,0.029,1
0.073,0.783,0
0.732,0.838,3
0.229,0.575,0
0.431,0.107,1
0.429,0.048,1
0.273,0.494,0
0.513,0.106,4
0.693,0.796,3
0.502,0.126,4
0.09,0.731,0
0.431,0.053,1
0.437,0.777,3
0.46,0.105,4
0.25,0.841,0
0.421,0.084,1
0.265,0.502,0
0.3,0.528,0
0.013,0.771,0
0.466,0.727,3
0.405,0.08,1
0.257,0.509,0
0.727,0.765,3
0.37,0.056,1
0.993,0.559,2
0.39,0.061,1
0.639,0.842,3
0.448,0.062,4
0.654,0.819,3
0.102,0.789,0
0.495,0.713,3
0.395,0.702,0
0.475,0.058,4
0.478,0.089,4
0.321,0.523,0
0.32,0.485,0
0.095,0.735,0
0.342,0.037,1
0.46,0.024,4
0.214,0.917,0
0.526,0.706,3
0.451,0.08,4
0.26,0.834,0
0.651,0.801,3
0.002,0.757,0
0.467,0.08,4
0.394,0.758,0
0.228,0.914,0
0.179,0.499,0
0.298,0.986,0
0.04,0.83,0
0.292,0.472,0
0.958,0.469,2
0.247,0.452,0
0.672,0.877,3
0.376,0.092,1
0.288,0.537,0
0.943,0.521,2
0.045,0.74,0
0.093,0.731,0
1.035,0.492,2
0.236,0.51,0
0.767,0.832,3
0.383,0.087,1
0.497,0.108,4
0.325,0.067,1
0.67,0.801,3
0.545,0.049,4
0.454,0.708,3
0.088,0.802,0
0.46,0.723,3
0.335,0.409,0
0.569,0.797,3
0.088,0.829,0
0.708,0.794,3
0.315,0.895,0
0.498,0.08,4
0.471,0.762,3
0.117,0.801,0
0.338,0.093,1
0.67,0.802,3
0.402,0.729,3
0.1,0.815,0
0.358,0.123,1
0.989,0.539,2
0.418,0.02,1
0.269,0.874,0
0.38,0.145,1
1.033,0.573,2
0.084,0.793,0
0.087,0.876,0
0.401,0.7,0
0.217,0.515,0
0.932,0.536,2
1.03,0.566,2
0.187,0.526,0
0.108,0.763,0
0.598,0.068,4
0.196,0.522,0
0.482,0.728,3
0.216,0.534,0
0.627,0.793,3
0.421,0.646,3
0.712,0.777,3
0.39,0.743,0
0.397,0.101,1
0.407,0.679,3
0.27,0.905,0
0.072,0.81,0
0.993,0.536,2
0.488,0.052,4
0.313,0.417,0
0.303,0.443,0
0.27,0.912,0
0.234,0.449,0
0.45,0.782,3
0.299,0.918,0
0.375,0.034,1
0.253,0.483,0
0.125,0.811,0
0.462,0.042,4
0.385,0.786,0
0.952,0.588,2
1.065,0.555,2
0.373,0.09,1
0.056,0.718,0
0.359,0.118,1
0.003,0.778,0
0.102,0.728,0
0.637,0.773,3
0.319,0.663,0
0.462,0.703,3
0.52,0.042,4
0.107,0.775,0
0.26,0.539,0
0.069,0.769,0
0.393,0.063,1
0.942,0.51,2
0.508,0.077,4
0.374,0.715,0
0.083,0.888,0
0.739,0.871,3
0.265,0.445,0
0.54,0.059,4
0.105,0.784,0
0.271,0.505,0
0.481,0.049,4
0.537,0.032,4
0.104,0.819,0
0.28,0.91,0
0.24,0.483,0
0.277,0.918,0
0.661,0.801,3
0.426,0.7,3
0.248,0.881,0
0.316,0.495,0
0.004,0.793,0
0.354,0.899,0
0.546,0.116,4
0.338,0.026,1
0.371,0.079,1
0.487,0.719,3
0.973,0.572,2
0.478,0.108,4
1.007,0.504,2
0.303,0.546,0
0.238,0.535,0
0.425,0.091,1
0.42,0.101,1
0.264,0.538,0
0.168,0.46,0
0.436,0.083,1
0.658,0.84,3
0.444,0.689,3
0.653,0.886,3
0.53,0.05,4
0.457,0.685,3
0.51,0.107,4
0.385,0.679,0
0.118,0.763,0
0.714,0.716,3
0.667,0.769,3
0.299,0.916,0
0.372,0.765,0
0.459,0.034,4
0.496,0.121,4
0.497,0.723,3
0.341,0.68,0
0.661,0.881,3
0.386,0.701,0
0.362,0.044,1
0.674,0.726,3
0.979,0.519,2
0.245,0.442,0
1.014,0.503,2
0.492,0.052,4
0.225,0.468,0
0.996,0.494,2
0.229,0.919,0
0.547,0.09,4
0.28,0.455,0
0.248,0.916,0
0.681,0.875,3
0.28,0.848,0
0.459,0.67,3
0.1,0.823,0
0.901,0.512,2
0.071,0.759,0
0.636,0.868,3
0.296,0.884,0
0.569,0.014,4
0.602,0.805,3
0.254,0.532,0
1.066,0.547,2
0.493,0.12,4
0.551,0.031,4
0.976,0.504,2
0.111,0.788,0
0.27,0.892,0
0.276,0.503,0
0.409,0.039,1
0.294,0.93,0
0.246,0.527,0
0.102,0.833,0
0.389,0.771,0
0.232,0.951,0
0.342,0.878,0
0.973,0.56,2
0.311,0.822,0
0.498,0.782,3
1.011,0.595,2
0.347,0.055,1
0.668,0.812,3
0.366,0.095,1
0.078,0.748,0
0.449,0.778,3
1.025,0.629,2
0.026,0.712,0
0.458,0.729,3
0.562,0.065,4
0.456,0.739,3
0.315,0.508,0
0.219,0.889,0
0.458,0.136,4
0.583,0.757,3
0,0.806,0
1.032,0.531,2
0.224,0.536,0
0.325,0.868,0
0.281,0.984,0
0.484,0.112,4
0.529,0.018,4
0.296,0.897,0
0.317,0.939,0
0.054,0.751,0
0.106,0.822,0
1.044,0.566,2
0.275,0.549,0
0.284,0.854,0
0.384,0.72,0
0.339,0.857,0
0.987,0.562,2
0.414,0.096,1
0.434,0.701,3
0.433,0.054,1
0.389,0.119,1
0.352,0.093,1
0.967,0.486,2
0.916,0.534,2
0.628,0.883,3
0.313,0.518,0
0.277,0.855,0
0.417,0.762,3
0.95,0.561,2
0.473,0.673,3
0.237,0.512,0
0.244,0.489,0
0.489,0.056,4
0.007,0.755,0
0.288,0.482,0
1.025,0.6,2
0.477,0.072,4
0.403,0.674,0
0.332,0.459,0
0.647,0.737,3
0.381,0.058,1
0.245,0.54,0
0.24,0.53,0
0.27,0.532,0
0.308,0.061,1
0.949,0.562,2
0.463,0.765,3
0.664,0.826,3
0.343,0.92,0
0.628,0.85,3
0.065,0.729,0
0.521,0.686,3
0.304,0.512,0
0.342,0.099,1
0.212,0.888,0
0.434,0.761,3
0.548,0.106,4
0.974,0.518,2
0.416,0.046,1
0.277,0.958,0
0.66,0.801,3
0.372,0.063,1
0.43,0.739,3
0.342,0.001,1
0.235,0.541,0
0.444,0.033,4
0.327,0.134,1
0.439,0.767,3
0.426,0.742,3
0.374,0.659,0
0.264,0.423,0
0.439,0.046,1
0.943,0.565,2
0.054,0.759,0
0.5,0.761,3
0.458,0.734,3
0.238,0.449,0
0.233,0.913,0
0.729,0.822,3
0.237,0.47,0
0.734,0.824,3
0.305,0.89,0
0.303,0.503,0
0.232,0.52,0
0.392,0.118,1
0.27,0.505,0
0.05,0.754,0
0.234,0.982,0
0.298,0.928,0
0.3,0.885,0
0.064,0.844,0
0.672,0.77,3
0.271,0.522,0
0.693,0.819,3
0.468,0.027,4
0.444,0.074,4
0.669,0.802,3
0.484,0.096,4
0.274,0.912,0
1.02,0.539,2
0.058,0.798,0
0.263,0.455,0
0.394,0.124,1
0.738,0.757,3
0.99,0.576,2
0.718,0.809,3
0.696,0.77,3
0.288,0.846,0
0.397,0.101,1
0.711,0.833,3
0.482,0.073,4
0.306,0.874,0
0.031,0.795,0
0.511,0.105,4
0.31,0.95,0
0.273,0.484,0
0.255,0.936,0
0.711,0.78,3
0.244,0.973,0
0.411,0.068,1
0.655,0.788,3
0.424,0.721,3
0.17,0.462,0
0.311,0.879,0
0.994,0.613,2
0.46,0.743,3
0.722,0.829,3
0.101,0.757,0
0.092,0.775,0
0.088,0.755,0
0.703,0.831,3
0.67,0.784,3
0.97,0.57,2
0.389,0.059,1
0.284,0.896,0
0.402,0.023,1
0.72,0.836,3
0.236,0.514,0
0.293,0.005,1
1.027,0.531,2
0.302,0.911,0
0.429,0.701,3
0.693,0.814,3
0.388,0.035,1
0.285,0.503,0
0.226,0.525,0
0.137,0.796,0
0.392,0.034,1
0.32,0.928,0
0.368,0.019,1
0.343,0.932,0
0.374,0.979,3
0.069,0.813,0
1.004,0.561,2
0.521,0.692,3
0.721,0.752,3
0.645,0.749,3
0.13,0.822,0
0.956,0.448,2
0.298,0.507,0
0.507,0.658,3
1.032,0.543,2
0.09,0.736,0
0.517,0.037,4
0.231,0.472,0
0.301,0.496,0
0.307,0.881,0
0.088,0.761,0
0.5,0.015,4
0.299,0.897,0
0.094,0.848,0
0.272,0.901,0
0.738,0.78,3
0.428,0.816,3
0.976,0.56,2
0.074,0.79,0
0.501,0.06,4
0.273,0.561,0
0.23,0.455,0
0.049,0.766,0
1.007,0.524,2
0.523,0.085,4
0.067,0.748,0
0.053,0.759,0
0.982,0.533,2
0.255,0.59,0
0.486,0.108,4
0.29,0.941,0
0.101,0.814,0
1.029,0.583,2
0.274,0.934,0
0.506,0.049,4
0.648,0.838,3
0.311,0.932,0
0.24,0.935,0
1.014,0.533,2
0.36,0.08,1
0.686,0.798,3
0.279,0.884,0
0.67,0.773,3
0.214,0.489,0
0.452,0.024,4
0.278,0.972,0
0.402,0.672,0
0.625,0.78,3
0.207,0.486,0
0.54,0.017,4
0.975,0.513,2
0.093,0.755,0
0.995,0.526,2
0.55,0.027,4
0.241,0.9,0
0.009,0.781,0
0.3,0.566,0
0.492,0.12,4
0.473,0.721,3
1.002,0.513,2
0.658,0.853,3
0.431,0.748,3
0.961,0.508,2
0.97,0.474,2
0.164,0.816,0
0.369,0.05,1
0.237,0.454,0
0.043,0.754,0
0.307,0.103,1
0.262,0.462,0
0.238,0.561,0
0.72,0.776,3
0.542,0.024,4
0.264,0.849,0
0.309,0.892,0
0.424,0.711,3
0.12,0.726,0
0.32,0.927,0
0.441,0.69,3
0.024,0.779,0
0.985,0.552,2
0.486,0.724,3
0.678,0.846,3
0.24,0.827,0
0.259,0.484,0
0.095,0.748,0
0.298,0.923,0
0.957,0.501,2
0.276,0.922,0
0.083,0.759,0
0.446,0.791,3
0.975,0.578,2
0.253,0.883,0
0.089,0.802,0
0.122,0.706,0
0.432,0.099,1
1.01,0.527,2
0.436,0.044,1
0.343,0.055,1
0.274,0.505,0
0.646,0.706,3
1.037,0.478,2
0.087,0.802,0
0.082,0.809,0
0.467,0.036,4
0.409,0.065,1
1.007,0.562,2
0.267,0.955,0
0.299,0.895,0
0.246,0.979,0
0.205,0.547,0
0.458,0.699,3
0.357,0.105,1
0.485,0.038,4
0.331,0.119,1
0.259,0.884,0
0.143,0.736,0
0.467,0.026,4
0.977,0.544,2
0.114,0.881,0
0.709,0.866,3
0.626,0.781,3
0.43,0.749,3
0.463,0.692,3
0.742,0.764,3
0.351,0.03,1
1.04,0.488,2
0.513,0.063,4
0.185,0.428,0
0.06,0.782,0
0.279,0.542,0
0.385,0.695,0
0.557,0.106,4
0.465,0.162,4
0.491,0.071,4
0.268,0.934,0
0.413,0.703,3
0.343,0.954,0
0.081,0.736,0
0.456,0.075,4
0.32,0.073,1
0.405,0.06,1
0.348,0.037,1
0.29,0.544,0
0.268,0.499,0
0.259,0.529,0
0.421,0.76,3
1.021,0.484,2
0.681,0.778,3
0.434,0.063,1
0.216,0.55,0
0.499,0.028,4
0.931,0.491,2
0.387,0.094,1
0.255,0.841,0
0.547,0.056,4
0.302,0.474,0
0.408,0.688,3
0.443,0.772,3
0.299,0.458,0
0.968,0.52,2
0.188,0.89,0
0.501,0.716,3
0.49,0.674,3
0.294,0.478,0
0.293,0.447,0
0.296,0.945,0
0.967,0.571,2
0.101,0.796,0
0.378,0.075,1
0.22,0.479,0
0.496,0.118,4
0.259,0.472,0
0.062,0.718,0
0.313,0.485,0
0.46,0.791,3
0.668,0.828,3
0.405,0.078,1
0.233,0.463,0
0.144,0.799,0
0.153,0.733,0
0.071,0.753,0
0.532,0.088,4
0.257,0.525,0
0.276,0.49,0
0.444,0.761,3
0.413,0.035,1
0.028,0.814,0
0.333,0.433,0
0.286,0.919,0
0.42,0.042,1
0.015,0.823,0
0.067,0.758,0
0.432,0.013,1
0.523,0.084,4
0.958,0.545,2
0.442,0.082,4
0.252,0.543,0
0.035,0.74,0
0.489,0.028,4
0.515,0.032,4
0.658,0.783,3
0.983,0.51,2
0.679,0.786,3
0.34,0.071,1
0.434,0.118,1
0.381,0.06,1
0.419,0.099,1
0.31,0.109,1
0.725,0.849,3
0.285,0.932,0
0.388,0.036,1
0.091,0.799,0
0.513,0.078,4
0.709,0.817,3
0.053,0.655,0
0.094,0.797,0
0.444,0.741,3
0.25,0.58,0
0.931,0.521,2
0.981,0.478,2
0.535,0.049,4
0.437,0.713,3
0.347,0.069,1
0.566,0.002,4
0.308,0.57,0
0.232,0.505,0
0.24,0.887,0
0.338,0.437,0
0.127,0.774,0
0.04,0.78,0
1.045,0.545,2
0.98,0.537,2
0.252,0.858,0
0.381,0.052,1
0.331,0.513,0
0.503,0.766,3
0.262,0.475,0
0.364,0.731,0
0.368,0.744,0
0.277,0.443,0
0.378,0.442,0
0.291,0.887,0
0.497,0.088,4
0.173,0.486,0
0.096,0.871,0
0.153,0.792,0
0.317,0.864,0
1.034,0.558,2
0.377,0.015,1
0.271,0.919,0
0.445,0.065,4
0.516,0.087,4
0.297,0.521,0
0.468,0.683,3
0.982,0.498,2
0.406,0.044,1
0.33,0.446,0
0.281,0.95,0
0.339,0.507,0
0.518,0.038,4
0.474,0.078,4
0.254,0.908,0
1.012,0.559,2
0.425,0.696,3
0.387,0.004,1
0.156,0.434,0
0.482,0.717,3
0.479,0.024,4
0.277,0.472,0
0.942,0.46,2
0.253,0.502,0
0.199,0.483,0
0.075,0.743,0
0.719,0.733,3
0.221,0.833,0
0.476,0.725,3
0.137,0.764,0
0.288,0.911,0
0.475,0.677,3
0.375,0.067,1
0.492,0.117,4
0.649,0.851,3
0.089,0.76,0
0.229,0.962,0
0.379,0.045,1
0.328,0.019,1
0.002,0.802,0
0.707,0.875,3
0.44,0.671,3
0.465,0.09,4
0.46,0.071,4
0.666,0.812,3
0.423,0.08,1
0.95,0.531,2
0.51,0.119,4
0.07,0.756,0
0.729,0.859,3
0.327,0.91,0
0.978,0.521,2
0.344,0.506,0
0.724,0.756,3
0.649,0.789,3
0.258,0.493,0
0.492,0.712,3
0.675,0.826,3
1.035,0.564,2
0.675,0.811,3
0.374,0.061,1
0.489,0.135,4
0.409,0.066,1
0.475,0.086,4
0.307,0.905,0
0.517,0.722,3
0.393,0.076,1
0.968,0.606,2
1.032,0.489,2
0.734,0.755,3
0.38,0.074,1
0.391,0.027,1
0.413,0.765,3
0.363,0.112,1
0.32,0.91,0
0.408,0.08,1
0.359,0.068,1
0.947,0.539,2
0.539,0.054,4
0.403,0.784,3
0.322,0.95,0
1.025,0.503,2
1.045,0.566,2
0.242,0.959,0
0.438,0.054,1
0.351,0.931,0
0.505,0.138,4
0.65,0.793,3
0.683,0.786,3
0.001,0.788,0
0.651,0.804,3
0.305,0.89,0
0.296,0.111,1
0.947,0.526,2
0.025,0.684,0
0.945,0.501,2
1.002,0.489,2
0.52,0.067,4
0.207,0.424,0
0.442,0.802,3
0.09,0.792,0
0.341,0.901,0
0.093,0.805,0
0.303,0.445,0
0.284,0.514,0
0.335,0.028,1
0.219,0.927,0
0.947,0.547,2
0.498,0.112,4
0.455,0.763,3
0.398,0.901,3
0.681,0.827,3
0.4,0.09,1
0.398,0.065,1
0.911,0.509,2
0.479,0.062,4
0.346,0.084,1
0.617,0.788,3
0.326,0.496,0
0.329,0.085,1
0.387,0.071,1
0.246,0.95,0
0.127,0.777,0
0.401,0.63,0
0.529,0.023,4
0.225,0.459,0
0.101,0.791,0
0.511,0.08,4
0.337,0.15,1
0.235,0.555,0
1.008,0.553,2
0.943,0.584,2
0.295,0.871,0
0.457,0.675,3
0.288,0.919,0
0.975,0.571,2
0.071,0.749,0
0.282,0.445,0
0.406,0.035,1
0.668,0.843,3
0.095,0.781,0
0.073,0.749,0
0.426,0.148,1
0.34,0.921,0
0.288,0.925,0
0.222,0.947,0
0.486,0.017,4
0.711,0.745,3
0.483,0.689,3
0.397,0.622,0
0.455,0.08,4
0.418,0.021,1
0.702,0.838,3
0.536,0.008,4
0.972,0.511,2
0.405,0.087,1
0.901,0.494,2
0.508,0.037,4
0.49,0.03,4
0.916,0.596,2
0.426,0.754,3
0.24,0.433,0
0.082,0.807,0
0.105,0.843,0
0.142,0.732,0
0.285,0.89,0
0.298,0.86,0
0.973,0.509,2
0.717,0.751,3
0.428,0.81,3
0.493,0.094,4
0.004,0.809,0
1.02,0.594,2
0.418,0.746,3
0.4,0.04,1
0.287,0.88,0
0.512,0.646,3
0.094,0.843,0
0.943,0.552,2
0.401,0.673,0
0.267,0.937,0
0.379,0.646,0
0.104,0.775,0
0.442,0.04,1
0.088,0.761,0
0.684,0.722,3
0.374,0.118,1
0.472,0.742,3
0.406,0.033,1
0.321,0.477,0
0.416,0.748,3
0.456,0.091,4
0.39,0.01,1
0.484,0.078,4
0.072,0.778,0
0.401,0.074,1
0.383,0.036,1
0.467,0.751,3
0.326,0.622,0
0.403,0.079,1
0.277,0.992,0
1.042,0.531,2
0.463,0.068,4
0.103,0.76,0
0.193,0.565,0
0.46,0.017,4
0.016,0.803,0
0.307,0.006,1
0.26,0.896,0
0.437,0.651,3
0.428,0.762,3
0.502,0.074,4
0.412,0.758,3
0.031,0.85,0
1.038,0.498,2
0.318,0.497,0
0.387,0.655,0
0.511,0.071,4
0.116,0.761,0
0.488,0.09,4
0.055,0.748,0
0.678,0.781,3
1.011,0.538,2
0.771,0.755,3
0.696,0.787,3
1.022,0.543,2
0.177,0.484,0
0.033,0.822,0
0.328,0.093,1
0.479,0.152,4
0.451,0.711,3
0.346,0.959,0
0.532,0.111,4
0.073,0.793,0
0.258,0.528,0
0.667,0.754,3
0.981,0.606,2
0.334,0.02,1
0.67,0.8,3
0.258,0.937,0
0.05,0.736,0
0.426,0.774,3
0.349,0.099,1
1.066,0.556,2
0.518,0.024,4
0.438,0.043,1
1.001,0.52,2
0.303,0.038,1
0.97,0.549,2
0.241,0.545,0
0.47,0.147,4
0.743,0.763,3
0.095,0.743,0
0.28,0.532,0
0.934,0.571,2
0.644,0.803,3
0.028,0.742,0
0.443,0.064,4
0.482,0.045,4
0.634,0.841,3
0.333,0.891,0
0.271,0.519,0
0.063,0.773,0
0.946,0.502,2
0.287,0.485,0
0.948,0.553,2
0.959,0.523,2
